year,month,day,flow_cfs,Source
1981,10,30,402,USGS_12358500
1981,10,31,396,USGS_12358500
1981,11,1,389,USGS_12358500
1981,11,2,389,USGS_12358500
1981,11,3,389,USGS_12358500
1981,11,4,389,USGS_12358500
1981,11,5,383,USGS_12358500
1981,11,6,383,USGS_12358500
1981,11,7,377,USGS_12358500
1981,11,8,370,USGS_12358500
1981,11,9,370,USGS_12358500
1981,11,10,370,USGS_12358500
1981,11,11,370,USGS_12358500
1981,11,12,377,USGS_12358500
1981,11,13,389,USGS_12358500
1981,11,14,402,USGS_12358500
1981,11,15,415,USGS_12358500
1981,11,16,415,USGS_12358500
1981,11,17,449,USGS_12358500
1981,11,18,470,USGS_12358500
1981,11,19,463,USGS_12358500
1981,11,20,449,USGS_12358500
1981,11,21,442,USGS_12358500
1981,11,22,501,USGS_12358500
1981,11,23,509,USGS_12358500
1981,11,24,493,USGS_12358500
1981,11,25,463,USGS_12358500
1981,11,26,442,USGS_12358500
1981,11,27,415,USGS_12358500
1981,11,28,370,USGS_12358500
1981,11,29,383,USGS_12358500
1981,11,30,389,USGS_12358500
